Date,Open,High,Low,Close,Adj Close,Volume
2014-05-28,560.500000,564.500000,558.000000,561.900024,493.362976,1122941
2014-05-29,561.000000,564.500000,555.000000,556.450012,488.577667,2153741
2014-05-30,555.549988,615.000000,553.349976,603.349976,529.757202,10941938
2014-06-02,612.000000,612.000000,588.349976,601.000000,527.693726,1608573
2014-06-03,602.950012,605.450012,590.099976,593.450012,521.064697,909772
2014-06-04,594.950012,609.500000,591.099976,604.950012,531.161987,1968687
2014-06-05,606.000000,637.900024,605.950012,630.099976,553.244263,3424990
2014-06-06,637.000000,645.950012,620.200012,639.950012,561.893005,2497145
2014-06-09,637.000000,644.000000,629.349976,632.700012,555.527283,962350
2014-06-10,631.000000,643.900024,627.000000,640.250000,562.156433,1302795
2014-06-11,640.000000,640.900024,619.349976,625.849976,556.026123,1343543
2014-06-12,627.799988,632.099976,619.000000,630.099976,559.801880,786932
2014-06-13,631.750000,640.849976,623.599976,634.950012,564.110901,992552
2014-06-16,640.000000,641.000000,631.049988,634.750000,563.933228,1144913
2014-06-17,632.150024,634.400024,626.450012,630.349976,560.024048,742699
2014-06-18,630.500000,632.549988,617.299988,618.849976,549.807007,804157
2014-06-19,622.000000,629.299988,619.000000,625.750000,555.937256,848937
2014-06-20,622.000000,629.950012,620.049988,624.299988,554.649048,1093696
2014-06-23,625.049988,626.000000,610.799988,617.650024,548.741089,796813
2014-06-24,617.200012,624.000000,613.450012,616.250000,547.497192,634721
2014-06-25,616.000000,626.900024,612.349976,625.299988,555.537598,584342
2014-06-26,627.000000,629.000000,612.500000,618.650024,549.629395,1605621
2014-06-27,617.099976,621.700012,612.000000,616.400024,547.630432,805135
2014-06-30,618.000000,623.900024,617.099976,620.349976,551.139771,732790
2014-07-01,622.000000,634.400024,616.549988,628.849976,558.691406,650958
2014-07-02,633.799988,633.799988,626.049988,631.150024,560.734863,777572
2014-07-03,631.150024,631.700012,621.099976,624.099976,554.471436,607875
2014-07-04,624.099976,629.900024,618.349976,625.150024,555.404175,687234
2014-07-07,626.000000,630.000000,618.400024,627.599976,557.580811,1083261
2014-07-08,627.000000,633.500000,622.000000,627.349976,557.358765,1082625
2014-07-09,629.950012,634.700012,625.000000,629.849976,559.579895,942571
2014-07-10,628.049988,638.000000,615.049988,631.849976,561.356628,1090386
2014-07-11,627.000000,646.849976,625.000000,641.849976,570.241028,1918406
2014-07-14,644.000000,644.599976,620.400024,622.950012,553.449707,672948
2014-07-15,623.250000,628.799988,616.400024,618.900024,549.851563,649427
2014-07-16,623.700012,627.849976,617.500000,621.299988,551.983704,878909
2014-07-17,622.950012,627.900024,620.200012,626.849976,556.914429,418199
2014-07-18,625.500000,625.500000,621.000000,622.500000,553.049744,352617
2014-07-21,623.400024,630.000000,620.049988,627.549988,557.536316,385658
2014-07-22,626.150024,636.950012,626.150024,633.599976,562.911377,636191
2014-07-23,636.900024,637.400024,631.099976,634.099976,563.355774,494833
2014-07-24,635.000000,644.750000,631.099976,642.900024,571.173889,731990
2014-07-25,642.900024,667.000000,640.000000,663.750000,589.697754,1747468
2014-07-28,663.950012,691.700012,654.349976,686.799988,610.176086,3856792
2014-07-30,689.900024,701.299988,671.849976,694.650024,617.150330,3684780
2014-07-31,690.049988,697.549988,680.000000,686.599976,609.998474,2494692
2014-08-01,678.000000,702.000000,678.000000,693.549988,616.173096,1905650
